*******************************************************************************
 Revised: September 28, 2017           Jupiter                              599
 
 PHYSICAL DATA (updated 2018-Aug-15):
  Mass x10^24 (kg)      = 1898.13+-.19    Density (g/cm^3)       =   1.326
  Equat. radius (1 bar) = 71492+-4 km     Polar radius (km)      =  66854+-10
  Vol. Mean Radius (km) = 69911+-6        Flattening             =   0.06487
  Geometric Albedo      = 0.52            Rocky core mass (Mc/M) =  0.0261
  Sid. rot. period (III)= 9h 55m 29.71 s  Sid. rot. rate (rad/s) =  0.00017585 
  Mean solar day, hrs   = ~9.9259         
  GM (km^3/s^2)         = 126686534.911   GM 1-sigma (km^3/s^2)  =  +-1.5
  Equ. grav, ge (m/s^2) = 24.79           Pol. grav, gp (m/s^2)  =  28.34
  Vis. magnitude V(1,0) = -9.40
  Vis. mag. (opposition)= -2.70           Obliquity to orbit     =  3.13 deg
  Sidereal orbit period = 11.861982204 y  Sidereal orbit period  = 4332.589 d
  Mean daily motion     = 0.0831294 deg/d Mean orbit speed, km/s = 13.0697
  Atmos. temp. (1 bar)  = 165+-5 K        Escape speed, km/s    =  59.5           
  A_roche(ice)/Rp       =  2.76           Hill's sphere rad. Rp  = 740
                                 Perihelion   Aphelion     Mean
  Solar Constant (W/m^2)         56           46           51
  Maximum Planetary IR (W/m^2)   13.7         13.4         13.6
  Minimum Planetary IR (W/m^2)   13.7         13.4         13.6
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Fri Nov  9 16:11:18 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Jupiter (599)                   {source: jup341}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2018-Apr-01 00:00:00.0000 UT      
Stop  time      : A.D. 2018-Apr-03 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_JUPITER                     {West-longitude positive}
Target radii    : 71492.0 x 71492.0 x 66854.0 km  {Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
EOP file        : eop.181108.p190130                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2018-NOV-08. PREDICTS-> 2019-JAN-29
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
 2018-Apr-01 04:05:00.000     230.07676 -17.09256 42.64164 283.79  -3.87 290.75  -3.56  15.3093    -19.89 4.62331222689372 -18.7339732
 2018-Apr-01 04:10:00.000     230.07652 -17.09250 42.64199 286.81  -3.87 293.77  -3.56  15.3094    -19.89 4.62327465968773 -18.7326689
 2018-Apr-01 04:15:00.000     230.07628 -17.09243 42.64234 289.83  -3.87 296.80  -3.56  15.3094    -19.89 4.62323709509753 -18.7313644
 2018-Apr-01 04:20:00.000     230.07604 -17.09236 42.64268 292.86  -3.87 299.82  -3.56  15.3095    -19.89 4.62319953312343 -18.7300598
 2018-Apr-01 04:25:00.000     230.07579 -17.09229 42.64303 295.88  -3.87 302.84  -3.56  15.3096    -19.89 4.62316197376572 -18.7287550
 2018-Apr-01 04:30:00.000     230.07555 -17.09223 42.64338 298.90  -3.87 305.86  -3.56  15.3097    -19.89 4.62312441702471 -18.7274501
 2018-Apr-01 04:35:00.000     230.07531 -17.09216 42.64372 301.93  -3.87 308.89  -3.56  15.3098    -19.89 4.62308686290071 -18.7261450
 2018-Apr-01 04:40:00.000     230.07507 -17.09209 42.64407 304.95  -3.87 311.91  -3.56  15.3099    -19.89 4.62304931139402 -18.7248398
 2018-Apr-01 04:45:00.000     230.07483 -17.09202 42.64442 307.97  -3.87 314.93  -3.56  15.3100    -19.89 4.62301176250495 -18.7235344
 2018-Apr-01 04:50:00.000     230.07459 -17.09196 42.64476 311.00  -3.87 317.95  -3.56  15.3100    -19.89 4.62297421623383 -18.7222288
 2018-Apr-01 04:55:00.000     230.07434 -17.09189 42.64511 314.02  -3.87 320.98  -3.56  15.3101    -19.89 4.62293667258097 -18.7209231
 2018-Apr-01 05:00:00.000     230.07410 -17.09182 42.64545 317.04  -3.87 324.00  -3.56  15.3102    -19.89 4.62289913154668 -18.7196172
 2018-Apr-01 05:05:00.000     230.07386 -17.09176 42.64580 320.06  -3.87 327.02  -3.56  15.3103    -19.89 4.62286159313130 -18.7183112
 2018-Apr-01 05:10:00.000     230.07362 -17.09169 42.64615 323.09  -3.87 330.04  -3.56  15.3104    -19.89 4.62282405733514 -18.7170050
 2018-Apr-01 05:15:00.000     230.07338 -17.09162 42.64649 326.11  -3.87 333.07  -3.56  15.3105    -19.89 4.62278652415854 -18.7156986
 2018-Apr-01 05:20:00.000     230.07313 -17.09155 42.64684 329.13  -3.87 336.09  -3.56  15.3106    -19.89 4.62274899360184 -18.7143921
 2018-Apr-01 05:25:00.000     230.07289 -17.09149 42.64719 332.16  -3.87 339.11  -3.56  15.3106    -19.89 4.62271146566535 -18.7130854
 2018-Apr-01 05:30:00.000     230.07265 -17.09142 42.64753 335.18  -3.87 342.14  -3.56  15.3107    -19.89 4.62267394034942 -18.7117786
 2018-Apr-01 05:35:00.000     230.07241 -17.09135 42.64788 338.20  -3.87 345.16  -3.56  15.3108    -19.90 4.62263641765439 -18.7104715
 2018-Apr-01 05:40:00.000     230.07217 -17.09128 42.64822 341.23  -3.87 348.18  -3.56  15.3109    -19.90 4.62259889758060 -18.7091643
 2018-Apr-01 05:45:00.000     230.07192 -17.09122 42.64857 344.25  -3.87 351.20  -3.56  15.3110    -19.90 4.62256138012839 -18.7078569
 2018-Apr-01 05:50:00.000     230.07168 -17.09115 42.64892 347.27  -3.87 354.23  -3.56  15.3111    -19.90 4.62252386529811 -18.7065494
 2018-Apr-01 05:55:00.000     230.07144 -17.09108 42.64926 350.30  -3.87 357.25  -3.56  15.3112    -19.90 4.62248635309010 -18.7052417
 2018-Apr-01 06:00:00.000     230.07120 -17.09102 42.64961 353.32  -3.87   0.27  -3.56  15.3112    -19.90 4.62244884350473 -18.7039338
 2018-Apr-01 06:05:00.000     230.07095 -17.09095 42.64995 356.34  -3.87   3.29  -3.56  15.3113    -19.90 4.62241133654233 -18.7026257
 2018-Apr-01 06:10:00.000     230.07071 -17.09088 42.65030 359.37  -3.87   6.32  -3.56  15.3114    -19.90 4.62237383220328 -18.7013174
 2018-Apr-01 06:15:00.000     230.07047 -17.09081 42.65065   2.39  -3.87   9.34  -3.56  15.3115    -19.90 4.62233633048792 -18.7000090
 2018-Apr-01 06:20:00.000     230.07023 -17.09075 42.65099   5.41  -3.87  12.36  -3.56  15.3116    -19.90 4.62229883139662 -18.6987004
 2018-Apr-01 06:25:00.000     230.06998 -17.09068 42.65134   8.43  -3.87  15.38  -3.56  15.3117    -19.90 4.62226133492974 -18.6973916
 2018-Apr-01 06:30:00.000     230.06974 -17.09061 42.65168  11.46  -3.87  18.41  -3.56  15.3118    -19.90 4.62222384108764 -18.6960826
 2018-Apr-01 06:35:00.000     230.06950 -17.09054 42.65203  14.48  -3.87  21.43  -3.56  15.3118    -19.90 4.62218634987070 -18.6947735
 2018-Apr-01 06:40:00.000     230.06926 -17.09048 42.65238  17.50  -3.87  24.45  -3.56  15.3119    -19.90 4.62214886127928 -18.6934641
 2018-Apr-01 06:45:00.000     230.06901 -17.09041 42.65272  20.53  -3.87  27.47  -3.56  15.3120    -19.90 4.62211137531376 -18.6921546
 2018-Apr-01 06:50:00.000     230.06877 -17.09034 42.65307  23.55  -3.87  30.50  -3.56  15.3121    -19.90 4.62207389197450 -18.6908449
 2018-Apr-01 06:55:00.000     230.06853 -17.09027 42.65341  26.57  -3.87  33.52  -3.56  15.3122    -19.90 4.62203641126190 -18.6895349
 2018-Apr-01 07:00:00.000     230.06829 -17.09021 42.65376  29.60  -3.87  36.54  -3.56  15.3123    -19.90 4.62199893317631 -18.6882248
 2018-Apr-01 07:05:00.000     230.06804 -17.09014 42.65411  32.62  -3.87  39.56  -3.56  15.3124    -19.90 4.62196145771814 -18.6869146
 2018-Apr-01 07:10:00.000     230.06780 -17.09007 42.65445  35.64  -3.87  42.59  -3.56  15.3124    -19.90 4.62192398488775 -18.6856041
 2018-Apr-01 07:15:00.000     230.06756 -17.09000 42.65480  38.67  -3.87  45.61  -3.56  15.3125    -19.90 4.62188651468551 -18.6842934
 2018-Apr-01 07:20:00.000     230.06732 -17.08994 42.65514  41.69  -3.87  48.63  -3.56  15.3126    -19.90 4.62184904711185 -18.6829825
 2018-Apr-01 07:25:00.000     230.06707 -17.08987 42.65549  44.71  -3.87  51.66  -3.56  15.3127    -19.90 4.62181158216714 -18.6816715
 2018-Apr-01 07:30:00.000     230.06683 -17.08980 42.65584  47.74  -3.87  54.68  -3.56  15.3128    -19.90 4.62177411985177 -18.6803602
 2018-Apr-01 07:35:00.000     230.06659 -17.08973 42.65618  50.76  -3.87  57.70  -3.56  15.3129    -19.90 4.62173666016613 -18.6790488
 2018-Apr-01 07:40:00.000     230.06634 -17.08967 42.65653  53.78  -3.87  60.72  -3.56  15.3130    -19.90 4.62169920311061 -18.6777371
 2018-Apr-01 07:45:00.000     230.06610 -17.08960 42.65687  56.80  -3.87  63.75  -3.56  15.3130    -19.90 4.62166174868561 -18.6764253
 2018-Apr-01 07:50:00.000     230.06586 -17.08953 42.65722  59.83  -3.87  66.77  -3.56  15.3131    -19.90 4.62162429689154 -18.6751132
 2018-Apr-01 07:55:00.000     230.06562 -17.08946 42.65756  62.85  -3.87  69.79  -3.56  15.3132    -19.90 4.62158684772878 -18.6738010
 2018-Apr-01 08:00:00.000     230.06537 -17.08940 42.65791  65.87  -3.87  72.81  -3.56  15.3133    -19.90 4.62154940119774 -18.6724885
 2018-Apr-01 08:05:00.000     230.06513 -17.08933 42.65825  68.90  -3.87  75.84  -3.56  15.3134    -19.90 4.62151195729882 -18.6711759
 2018-Apr-01 08:10:00.000     230.06489 -17.08926 42.65860  71.92  -3.87  78.86  -3.56  15.3135    -19.90 4.62147451603243 -18.6698630
 2018-Apr-01 08:15:00.000     230.06464 -17.08919 42.65895  74.94  -3.87  81.88  -3.56  15.3136    -19.90 4.62143707739897 -18.6685500
 2018-Apr-01 08:20:00.000     230.06440 -17.08913 42.65929  77.97  -3.87  84.90  -3.56  15.3136    -19.90 4.62139964139886 -18.6672367
 2018-Apr-01 08:25:00.000     230.06416 -17.08906 42.65964  80.99  -3.87  87.93  -3.56  15.3137    -19.90 4.62136220803249 -18.6659233
 2018-Apr-01 08:30:00.000     230.06391 -17.08899 42.65998  84.01  -3.87  90.95  -3.56  15.3138    -19.90 4.62132477730029 -18.6646096
 2018-Apr-01 08:35:00.000     230.06367 -17.08892 42.66033  87.04  -3.87  93.97  -3.56  15.3139    -19.90 4.62128734920267 -18.6632957
 2018-Apr-01 08:40:00.000     230.06343 -17.08886 42.66067  90.06  -3.87  96.99  -3.56  15.3140    -19.90 4.62124992374003 -18.6619817
 2018-Apr-01 08:45:00.000     230.06318 -17.08879 42.66102  93.08  -3.87 100.02  -3.56  15.3141    -19.90 4.62121250091279 -18.6606674
 2018-Apr-01 08:50:00.000     230.06294 -17.08872 42.66136  96.11  -3.87 103.04  -3.56  15.3142    -19.90 4.62117508072138 -18.6593529
 2018-Apr-01 08:55:00.000     230.06270 -17.08865 42.66171  99.13  -3.87 106.06  -3.56  15.3142    -19.90 4.62113766316621 -18.6580382
 2018-Apr-01 09:00:00.000     230.06245 -17.08859 42.66206 102.15  -3.87 109.08  -3.56  15.3143    -19.90 4.62110024824769 -18.6567233
 2018-Apr-01 09:05:00.000     230.06221 -17.08852 42.66240 105.17  -3.87 112.11  -3.56  15.3144    -19.90 4.62106283596625 -18.6554081
 2018-Apr-01 09:10:00.000     230.06197 -17.08845 42.66275 108.20  -3.87 115.13  -3.56  15.3145    -19.90 4.62102542632232 -18.6540928
 2018-Apr-01 09:15:00.000     230.06172 -17.08838 42.66309 111.22  -3.87 118.15  -3.56  15.3146    -19.90 4.62098801931630 -18.6527773
 2018-Apr-01 09:20:00.000     230.06148 -17.08831 42.66344 114.24  -3.87 121.18  -3.56  15.3147    -19.90 4.62095061494864 -18.6514615
 2018-Apr-01 09:25:00.000     230.06124 -17.08825 42.66378 117.27  -3.87 124.20  -3.56  15.3148    -19.90 4.62091321321974 -18.6501455
 2018-Apr-01 09:30:00.000     230.06099 -17.08818 42.66413 120.29  -3.87 127.22  -3.56  15.3149    -19.90 4.62087581413003 -18.6488294
 2018-Apr-01 09:35:00.000     230.06075 -17.08811 42.66447 123.31  -3.87 130.24  -3.56  15.3149    -19.90 4.62083841767997 -18.6475130
 2018-Apr-01 09:40:00.000     230.06050 -17.08804 42.66482 126.34  -3.87 133.27  -3.56  15.3150    -19.90 4.62080102386995 -18.6461964
 2018-Apr-01 09:45:00.000     230.06026 -17.08798 42.66516 129.36  -3.87 136.29  -3.56  15.3151    -19.90 4.62076363270043 -18.6448795
 2018-Apr-01 09:50:00.000     230.06002 -17.08791 42.66551 132.38  -3.87 139.31  -3.56  15.3152    -19.90 4.62072624417181 -18.6435625
 2018-Apr-01 09:55:00.000     230.05977 -17.08784 42.66585 135.41  -3.87 142.33  -3.56  15.3153    -19.90 4.62068885828455 -18.6422453
 2018-Apr-01 10:00:00.000     230.05953 -17.08777 42.66620 138.43  -3.87 145.36  -3.56  15.3154    -19.90 4.62065147503906 -18.6409278
 2018-Apr-01 10:05:00.000     230.05928 -17.08770 42.66654 141.45  -3.87 148.38  -3.56  15.3155    -19.90 4.62061409443578 -18.6396101
 2018-Apr-01 10:10:00.000     230.05904 -17.08764 42.66689 144.48  -3.87 151.40  -3.56  15.3155    -19.90 4.62057671647515 -18.6382922
 2018-Apr-01 10:15:00.000     230.05880 -17.08757 42.66723 147.50  -3.87 154.42  -3.56  15.3156    -19.90 4.62053934115759 -18.6369741
 2018-Apr-01 10:20:00.000     230.05855 -17.08750 42.66758 150.52  -3.87 157.45  -3.56  15.3157    -19.90 4.62050196848355 -18.6356557
 2018-Apr-01 10:25:00.000     230.05831 -17.08743 42.66792 153.54  -3.87 160.47  -3.56  15.3158    -19.90 4.62046459845345 -18.6343372
 2018-Apr-01 10:30:00.000     230.05806 -17.08737 42.66827 156.57  -3.87 163.49  -3.56  15.3159    -19.90 4.62042723106775 -18.6330184
 2018-Apr-01 10:35:00.000     230.05782 -17.08730 42.66861 159.59  -3.87 166.51  -3.56  15.3160    -19.90 4.62038986632686 -18.6316994
 2018-Apr-01 10:40:00.000     230.05758 -17.08723 42.66896 162.61  -3.87 169.54  -3.56  15.3161    -19.90 4.62035250423123 -18.6303802
 2018-Apr-01 10:45:00.000     230.05733 -17.08716 42.66930 165.64  -3.87 172.56  -3.56  15.3161    -19.90 4.62031514478130 -18.6290608
 2018-Apr-01 10:50:00.000     230.05709 -17.08709 42.66965 168.66  -3.87 175.58  -3.56  15.3162    -19.91 4.62027778797751 -18.6277412
 2018-Apr-01 10:55:00.000     230.05684 -17.08703 42.66999 171.68  -3.87 178.61  -3.56  15.3163    -19.91 4.62024043382029 -18.6264213
 2018-Apr-01 11:00:00.000     230.05660 -17.08696 42.67034 174.71  -3.87 181.63  -3.56  15.3164    -19.91 4.62020308231008 -18.6251012
 2018-Apr-01 11:05:00.000     230.05636 -17.08689 42.67068 177.73  -3.87 184.65  -3.56  15.3165    -19.91 4.62016573344732 -18.6237809
 2018-Apr-01 11:10:00.000     230.05611 -17.08682 42.67103 180.75  -3.87 187.67  -3.56  15.3166    -19.91 4.62012838723246 -18.6224604
 2018-Apr-01 11:15:00.000     230.05587 -17.08676 42.67137 183.78  -3.87 190.70  -3.56  15.3167    -19.91 4.62009104366592 -18.6211397
 2018-Apr-01 11:20:00.000     230.05562 -17.08669 42.67172 186.80  -3.87 193.72  -3.56  15.3168    -19.91 4.62005370274816 -18.6198187
 2018-Apr-01 11:25:00.000     230.05538 -17.08662 42.67206 189.82  -3.87 196.74  -3.56  15.3168    -19.91 4.62001636447961 -18.6184975
 2018-Apr-01 11:30:00.000     230.05513 -17.08655 42.67241 192.85  -3.87 199.76  -3.56  15.3169    -19.91 4.61997902886071 -18.6171761
 2018-Apr-01 11:35:00.000     230.05489 -17.08648 42.67275 195.87  -3.87 202.79  -3.56  15.3170    -19.91 4.61994169589190 -18.6158545
 2018-Apr-01 11:40:00.000     230.05464 -17.08642 42.67310 198.89  -3.87 205.81  -3.56  15.3171    -19.91 4.61990436557362 -18.6145327
